source_id,title,description,breadcrumbs,price_raw,currency_raw,url,seller,availability,country,product_name,brand,reference,unit,price_amount,price_currency,price_symbol,price_text,information_text,description_text,features_text,specifications_text,benefits_text,details_text,other_sections,sections,txt_path,html_path,es_status
760,(Gr a $ 3),,37,3.00,,,Desconocido,unknown,unknown,(Gr a $ 3),37,,,3.00,,$,$3,,,,,,,,{},dataset/txt_limpios/760.txt,dataset/paginas_descargadas/760.html,EN
785,(Gr a $ 3),,30,3.00,,,Desconocido,unknown,unknown,(Gr a $ 3),30,,,3.00,,$,$3,,,,,,,,{},dataset/txt_limpios/785.txt,dataset/paginas_descargadas/785.html,EN
764,(Gr a $ 34),,$ 15.700,34.00,,,Desconocido,unknown,unknown,(Gr a $ 34),$ 15.700,,,34.00,,$,$34,,,,,,,,{},dataset/txt_limpios/764.txt,dataset/paginas_descargadas/764.html,EN
621,(Gr a $ 4),,$ 5.070,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),$ 5.070,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/621.txt,dataset/paginas_descargadas/621.html,EN
622,(Gr a $ 4),,$ 4.680,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),$ 4.680,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/622.txt,dataset/paginas_descargadas/622.html,EN
623,(Gr a $ 4),,$ 4.460,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),$ 4.460,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/623.txt,dataset/paginas_descargadas/623.html,EN
624,(Gr a $ 4),,$ 10.650,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),$ 10.650,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/624.txt,dataset/paginas_descargadas/624.html,EN
655,(Gr a $ 4),,$ 4.830,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),$ 4.830,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/655.txt,dataset/paginas_descargadas/655.html,EN
656,(Gr a $ 4),,19,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),19,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/656.txt,dataset/paginas_descargadas/656.html,EN
754,(Gr a $ 4),,10,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),10,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/754.txt,dataset/paginas_descargadas/754.html,EN
755,(Gr a $ 4),,$ 4.900,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),$ 4.900,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/755.txt,dataset/paginas_descargadas/755.html,EN
756,(Gr a $ 4),,$ 2.500,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),$ 2.500,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/756.txt,dataset/paginas_descargadas/756.html,EN
758,(Gr a $ 4),,$ 2.100,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),$ 2.100,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/758.txt,dataset/paginas_descargadas/758.html,EN
777,(Gr a $ 4),,12,4.00,,,Desconocido,unknown,unknown,(Gr a $ 4),12,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/777.txt,dataset/paginas_descargadas/777.html,EN
650,(Gr a $ 42),,$ 17.000 > 6 g,42.00,,,Desconocido,unknown,unknown,(Gr a $ 42),$ 17.000,,6 g,42.00,,$,$42,,,,,,,,{},dataset/txt_limpios/650.txt,dataset/paginas_descargadas/650.html,EN
649,(Gr a $ 45),,20,45.00,,,Desconocido,unknown,unknown,(Gr a $ 45),20,,,45.00,,$,$45,,,,,,,,{},dataset/txt_limpios/649.txt,dataset/paginas_descargadas/649.html,EN
780,(Gr a $ 46),,$ 7.635,46.00,,,Desconocido,unknown,unknown,(Gr a $ 46),$ 7.635,,,46.00,,$,$46,,,,,,,,{},dataset/txt_limpios/780.txt,dataset/paginas_descargadas/780.html,EN
781,(Gr a $ 47),,20,47.00,,,Desconocido,unknown,unknown,(Gr a $ 47),20,,,47.00,,$,$47,,,,,,,,{},dataset/txt_limpios/781.txt,dataset/paginas_descargadas/781.html,EN
625,(Gr a $ 5),,20,5.00,,,Desconocido,unknown,unknown,(Gr a $ 5),20,,,5.00,,$,$5,,,,,,,,{},dataset/txt_limpios/625.txt,dataset/paginas_descargadas/625.html,EN
658,(Gr a $ 5),,20,5.00,,,Desconocido,unknown,unknown,(Gr a $ 5),20,,,5.00,,$,$5,,,,,,,,{},dataset/txt_limpios/658.txt,dataset/paginas_descargadas/658.html,EN
783,(Gr a $ 55),,$ 11.100,55.00,,,Desconocido,unknown,unknown,(Gr a $ 55),$ 11.100,,,55.00,,$,$55,,,,,,,,{},dataset/txt_limpios/783.txt,dataset/paginas_descargadas/783.html,EN
652,(Gr a $ 64),,$ 13.500,64.00,,,Desconocido,unknown,unknown,(Gr a $ 64),$ 13.500,,,64.00,,$,$64,,,,,,,,{},dataset/txt_limpios/652.txt,dataset/paginas_descargadas/652.html,EN
638,(Gr a $ 65),,$ 18.100,65.00,,,Desconocido,unknown,unknown,(Gr a $ 65),$ 18.100,,,65.00,,$,$65,,,,,,,,{},dataset/txt_limpios/638.txt,dataset/paginas_descargadas/638.html,EN
653,(Gr a $ 67),,$ 30.400,67.00,,,Desconocido,unknown,unknown,(Gr a $ 67),$ 30.400,,,67.00,,$,$67,,,,,,,,{},dataset/txt_limpios/653.txt,dataset/paginas_descargadas/653.html,EN
784,(Gr a $ 68),,$ 14.400,68.00,,,Desconocido,unknown,unknown,(Gr a $ 68),$ 14.400,,,68.00,,$,$68,,,,,,,,{},dataset/txt_limpios/784.txt,dataset/paginas_descargadas/784.html,EN
645,(Gr a $ 8),,$ 8.200,8.00,,,Desconocido,unknown,unknown,(Gr a $ 8),$ 8.200,,,8.00,,$,$8,,,,,,,,{},dataset/txt_limpios/645.txt,dataset/paginas_descargadas/645.html,EN
646,(Gr a $ 9),,$ 9.980,9.00,,,Desconocido,unknown,unknown,(Gr a $ 9),$ 9.980,,,9.00,,$,$9,,,,,,,,{},dataset/txt_limpios/646.txt,dataset/paginas_descargadas/646.html,EN
779,(Gr a $ 90),,$ 21.600,90.00,,,Desconocido,unknown,unknown,(Gr a $ 90),$ 21.600,,,90.00,,$,$90,,,,,,,,{},dataset/txt_limpios/779.txt,dataset/paginas_descargadas/779.html,EN
635,(Ml a $ 3),,$ 17.040,3.00,,,Desconocido,unknown,unknown,(Ml a $ 3),$ 17.040,,,3.00,,$,$3,,,,,,,,{},dataset/txt_limpios/635.txt,dataset/paginas_descargadas/635.html,EN
771,(Ml a $ 3),,$ 3.330,3.00,,,Desconocido,unknown,unknown,(Ml a $ 3),$ 3.330,,,3.00,,$,$3,,,,,,,,{},dataset/txt_limpios/771.txt,dataset/paginas_descargadas/771.html,EN
632,(Ml a $ 4),,25 > 1100ml,4.00,,,Desconocido,unknown,unknown,(Ml a $ 4),25,,1100ml,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/632.txt,dataset/paginas_descargadas/632.html,EN
633,(Ml a $ 4),,$ 30.350,4.00,,,Desconocido,unknown,unknown,(Ml a $ 4),$ 30.350,,,4.00,,$,$4,,,,,,,,{},dataset/txt_limpios/633.txt,dataset/paginas_descargadas/633.html,EN
634,(Ml a $ 5),,$ 6.980,5.00,,,Desconocido,unknown,unknown,(Ml a $ 5),$ 6.980,,,5.00,,$,$5,,,,,,,,{},dataset/txt_limpios/634.txt,dataset/paginas_descargadas/634.html,EN
769,(Ml a $ 5),,$ 4.900,5.00,,,Desconocido,unknown,unknown,(Ml a $ 5),$ 4.900,,,5.00,,$,$5,,,,,,,,{},dataset/txt_limpios/769.txt,dataset/paginas_descargadas/769.html,EN
768,(Ml a $ 6),,$ 40.800 > 1100ml,6.00,,,Desconocido,unknown,unknown,(Ml a $ 6),$ 40.800,,1100ml,6.00,,$,$6,,,,,,,,{},dataset/txt_limpios/768.txt,dataset/paginas_descargadas/768.html,EN
619,(Und a $ 1.231),,$ 39.400,1.23,,,Desconocido,unknown,unknown,(Und a $ 1.231),$ 39.400,,,1.23,,$,$1.23,,,,,,,,{},dataset/txt_limpios/619.txt,dataset/paginas_descargadas/619.html,EN
775,(Und a $ 1.312),,20,1.31,,,Desconocido,unknown,unknown,(Und a $ 1.312),20,,,1.31,,$,$1.31,,,,,,,,{},dataset/txt_limpios/775.txt,dataset/paginas_descargadas/775.html,EN
644,(Und a $ 1.540),,$ 1.540,1.54,,,Desconocido,unknown,unknown,(Und a $ 1.540),$ 1.540,,,1.54,,$,$1.54,,,,,,,,{},dataset/txt_limpios/644.txt,dataset/paginas_descargadas/644.html,EN
636,(Und a $ 500),,16,500.00,,,Desconocido,unknown,unknown,(Und a $ 500),16,,,500.00,,$,$500,,,,,,,,{},dataset/txt_limpios/636.txt,dataset/paginas_descargadas/636.html,EN
639,(Und a $ 544),,20,544.00,,,Desconocido,unknown,unknown,(Und a $ 544),20,,,544.00,,$,$544,,,,,,,,{},dataset/txt_limpios/639.txt,dataset/paginas_descargadas/639.html,EN
774,(Und a $ 544),,20,544.00,,,Desconocido,unknown,unknown,(Und a $ 544),20,,,544.00,,$,$544,,,,,,,,{},dataset/txt_limpios/774.txt,dataset/paginas_descargadas/774.html,EN
615,(Und a $ 750),,$ 24.500,750.00,,,Desconocido,unknown,unknown,(Und a $ 750),$ 24.500,,,750.00,,$,$750,,,,,,,,{},dataset/txt_limpios/615.txt,dataset/paginas_descargadas/615.html,EN
618,(Und a $ 796),,$ 23.900,796.00,,,Desconocido,unknown,unknown,(Und a $ 796),$ 23.900,,,796.00,,$,$796,,,,,,,,{},dataset/txt_limpios/618.txt,dataset/paginas_descargadas/618.html,EN
772,(Und a $ 840),,$ 860,840.00,,,Desconocido,unknown,unknown,(Und a $ 840),$ 860,,,840.00,,$,$840,,,,,,,,{},dataset/txt_limpios/772.txt,dataset/paginas_descargadas/772.html,EN
616,(Und a $ 850),,$ 25.500,850.00,,,Desconocido,unknown,unknown,(Und a $ 850),$ 25.500,,,850.00,,$,$850,,,,,,,,{},dataset/txt_limpios/616.txt,dataset/paginas_descargadas/616.html,EN
749,(Und a $ 850),,$ 25.500,850.00,,,Desconocido,unknown,unknown,(Und a $ 850),$ 25.500,,,850.00,,$,$850,,,,,,,,{},dataset/txt_limpios/749.txt,dataset/paginas_descargadas/749.html,EN
750,(Und a $ 858),,$ 10.300,858.00,,,Desconocido,unknown,unknown,(Und a $ 858),$ 10.300,,,858.00,,$,$858,,,,,,,,{},dataset/txt_limpios/750.txt,dataset/paginas_descargadas/750.html,EN
1406,+595994 874276,,Selecciona método de entrega > 580 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,580 GR,,,,,,,,,,,,{},dataset/txt_limpios/1406.txt,dataset/paginas_descargadas/1406.html,EN
1408,+595994 874276,,Selecciona método de entrega > 850 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,850 GR,,,,,,,,,,,,{},dataset/txt_limpios/1408.txt,dataset/paginas_descargadas/1408.html,EN
1410,+595994 874276,,Selecciona método de entrega > 700 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,700 GR,,,,,,,,,,,,{},dataset/txt_limpios/1410.txt,dataset/paginas_descargadas/1410.html,EN
1411,+595994 874276,,Selecciona método de entrega,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,,,,,,,,,,,,,{},dataset/txt_limpios/1411.txt,dataset/paginas_descargadas/1411.html,EN
1413,+595994 874276,,Selecciona método de entrega > 500 ML,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,500 ML,,,,,,,,,,,,{},dataset/txt_limpios/1413.txt,dataset/paginas_descargadas/1413.html,EN
1414,+595994 874276,,Selecciona método de entrega > 1 KG,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 KG,,,,,,,,,,,,{},dataset/txt_limpios/1414.txt,dataset/paginas_descargadas/1414.html,EN
1415,+595994 874276,,Selecciona método de entrega > 400 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,400 GR,,,,,,,,,,,,{},dataset/txt_limpios/1415.txt,dataset/paginas_descargadas/1415.html,EN
1416,+595994 874276,,Selecciona método de entrega > 500 ML,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,500 ML,,,,,,,,,,,,{},dataset/txt_limpios/1416.txt,dataset/paginas_descargadas/1416.html,EN
1417,+595994 874276,,Selecciona método de entrega,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,,,,,,,,,,,,,{},dataset/txt_limpios/1417.txt,dataset/paginas_descargadas/1417.html,EN
1418,+595994 874276,,Selecciona método de entrega > 1 LT,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 LT,,,,,,,,,,,,{},dataset/txt_limpios/1418.txt,dataset/paginas_descargadas/1418.html,EN
1419,+595994 874276,,Selecciona método de entrega > 1 LT,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 LT,,,,,,,,,,,,{},dataset/txt_limpios/1419.txt,dataset/paginas_descargadas/1419.html,EN
1420,+595994 874276,,Selecciona método de entrega > 2 LT,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,2 LT,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1420.txt,dataset/paginas_descargadas/1420.html,EN
1421,+595994 874276,,Selecciona método de entrega > 750 ML,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,750 ML,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1421.txt,dataset/paginas_descargadas/1421.html,EN
1422,+595994 874276,,Selecciona método de entrega > 1 KG,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 KG,,,,,,,,,,,,{},dataset/txt_limpios/1422.txt,dataset/paginas_descargadas/1422.html,EN
1423,+595994 874276,,Selecciona método de entrega,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,,,,,,,,,,,,,{},dataset/txt_limpios/1423.txt,dataset/paginas_descargadas/1423.html,EN
1424,+595994 874276,,Selecciona método de entrega > 400 GR,400.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,400 GR,400.00,,,400,,,,,,,,{},dataset/txt_limpios/1424.txt,dataset/paginas_descargadas/1424.html,EN
1425,+595994 874276,,Selecciona método de entrega > 250 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,250 GR,,,,,,,,,,,,{},dataset/txt_limpios/1425.txt,dataset/paginas_descargadas/1425.html,EN
1426,+595994 874276,,Selecciona método de entrega > 2 LT,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,2 LT,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1426.txt,dataset/paginas_descargadas/1426.html,EN
1427,+595994 874276,,Selecciona método de entrega > 500 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,500 GR,,,,,,,,,,,,{},dataset/txt_limpios/1427.txt,dataset/paginas_descargadas/1427.html,EN
1428,+595994 874276,,Selecciona método de entrega > 120 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,120 GR,,,,,,,,,,,,{},dataset/txt_limpios/1428.txt,dataset/paginas_descargadas/1428.html,EN
1429,+595994 874276,,Selecciona método de entrega > 500 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,500 GR,,,,,,,,,,,,{},dataset/txt_limpios/1429.txt,dataset/paginas_descargadas/1429.html,EN
1430,+595994 874276,,Selecciona método de entrega > 500 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,500 GR,,,,,,,,,,,,{},dataset/txt_limpios/1430.txt,dataset/paginas_descargadas/1430.html,EN
1431,+595994 874276,,Selecciona método de entrega > 1 LT,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 LT,,,,,,,,,,,,{},dataset/txt_limpios/1431.txt,dataset/paginas_descargadas/1431.html,EN
1432,+595994 874276,,Selecciona método de entrega > 500 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,500 GR,,,,,,,,,,,,{},dataset/txt_limpios/1432.txt,dataset/paginas_descargadas/1432.html,EN
1433,+595994 874276,,Selecciona método de entrega > 500 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,500 GR,,,,,,,,,,,,{},dataset/txt_limpios/1433.txt,dataset/paginas_descargadas/1433.html,EN
1434,+595994 874276,,Selecciona método de entrega > 500 ML,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,500 ML,,,,,,,,,,,,{},dataset/txt_limpios/1434.txt,dataset/paginas_descargadas/1434.html,EN
1435,+595994 874276,,Selecciona método de entrega > 2 LT,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,2 LT,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1435.txt,dataset/paginas_descargadas/1435.html,EN
1436,+595994 874276,,Selecciona método de entrega > 750 ML,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,750 ML,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1436.txt,dataset/paginas_descargadas/1436.html,EN
1437,+595994 874276,,Selecciona método de entrega,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,,,,,,,,,,,,,{},dataset/txt_limpios/1437.txt,dataset/paginas_descargadas/1437.html,EN
1438,+595994 874276,,Selecciona método de entrega > 1 LT,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 LT,,,,,,,,,,,,{},dataset/txt_limpios/1438.txt,dataset/paginas_descargadas/1438.html,EN
1439,+595994 874276,,Selecciona método de entrega > 500 ML,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,500 ML,,,,,,,,,,,,{},dataset/txt_limpios/1439.txt,dataset/paginas_descargadas/1439.html,EN
1440,+595994 874276,,Selecciona método de entrega > 1 LT,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 LT,,,,,,,,,,,,{},dataset/txt_limpios/1440.txt,dataset/paginas_descargadas/1440.html,EN
1441,+595994 874276,,Selecciona método de entrega > 1 LT,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 LT,,,,,,,,,,,,{},dataset/txt_limpios/1441.txt,dataset/paginas_descargadas/1441.html,EN
1442,+595994 874276,,Selecciona método de entrega > 900 ML,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,900 ML,,,,,,,,,,,,{},dataset/txt_limpios/1442.txt,dataset/paginas_descargadas/1442.html,EN
1443,+595994 874276,,Selecciona método de entrega > 4 KG,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,4 KG,,,,,,,,,,,,{},dataset/txt_limpios/1443.txt,dataset/paginas_descargadas/1443.html,EN
1444,+595994 874276,,Selecciona método de entrega > 1 KG,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 KG,,,,,,,,,,,,{},dataset/txt_limpios/1444.txt,dataset/paginas_descargadas/1444.html,EN
1445,+595994 874276,,Selecciona método de entrega > 1KG,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1KG,,,,,,,,,,,,{},dataset/txt_limpios/1445.txt,dataset/paginas_descargadas/1445.html,EN
1446,+595994 874276,,Selecciona método de entrega > 750 ML,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,750 ML,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1446.txt,dataset/paginas_descargadas/1446.html,EN
1448,+595994 874276,,Selecciona método de entrega > 750 ML,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,750 ML,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1448.txt,dataset/paginas_descargadas/1448.html,EN
1449,+595994 874276,,Selecciona método de entrega > 2 LT,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,2 LT,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1449.txt,dataset/paginas_descargadas/1449.html,EN
1450,+595994 874276,,Selecciona método de entrega > 1 KG,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,1 KG,,,,,,,,,,,,{},dataset/txt_limpios/1450.txt,dataset/paginas_descargadas/1450.html,EN
1454,+595994 874276,,Selecciona método de entrega > 750 ML,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,750 ML,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1454.txt,dataset/paginas_descargadas/1454.html,EN
1456,+595994 874276,,Selecciona método de entrega > 2 LT,2.00,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,2 LT,2.00,,,2,,,,,,,,{},dataset/txt_limpios/1456.txt,dataset/paginas_descargadas/1456.html,EN
1461,+595994 874276,,Selecciona método de entrega > 5 KG,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,5 KG,,,,,,,,,,,,{},dataset/txt_limpios/1461.txt,dataset/paginas_descargadas/1461.html,EN
1463,+595994 874276,,Selecciona método de entrega,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,,,,,,,,,,,,,{},dataset/txt_limpios/1463.txt,dataset/paginas_descargadas/1463.html,EN
1464,+595994 874276,,Selecciona método de entrega > 700 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,700 GR,,,,,,,,,,,,{},dataset/txt_limpios/1464.txt,dataset/paginas_descargadas/1464.html,EN
1467,+595994 874276,,Selecciona método de entrega > 125 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,125 GR,,,,,,,,,,,,{},dataset/txt_limpios/1467.txt,dataset/paginas_descargadas/1467.html,EN
1470,+595994 874276,,Selecciona método de entrega > 450 GR,,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,450 GR,,,,,,,,,,,,{},dataset/txt_limpios/1470.txt,dataset/paginas_descargadas/1470.html,EN
1471,+595994 874276,,"Selecciona método de entrega > 2,5 KG",,,,Desconocido,unknown,unknown,+595994 874276,Selecciona método de entrega,,"2,5 KG",,,,,,,,,,,,{},dataset/txt_limpios/1471.txt,dataset/paginas_descargadas/1471.html,EN
1340,1340,,,,USD,,Desconocido,unknown,US,,,,,,USD,,,,,,,,,,{},dataset/txt_limpios/1340.txt,dataset/paginas_descargadas/1340.html,EN
1491,1491,,,,,,Desconocido,unknown,unknown,,,,,,,,,,,,,,,,{},dataset/txt_limpios/1491.txt,dataset/paginas_descargadas/1491.html,EN
1493,1493,,,,,,Desconocido,unknown,unknown,,,,,,,,,,,,,,,,{},dataset/txt_limpios/1493.txt,dataset/paginas_descargadas/1493.html,EN
1495,1495,,,,,,Desconocido,unknown,unknown,,,,,,,,,,,,,,,,{},dataset/txt_limpios/1495.txt,dataset/paginas_descargadas/1495.html,EN
1496,1496,,,,,,Desconocido,unknown,unknown,,,,,,,,,,,,,,,,{},dataset/txt_limpios/1496.txt,dataset/paginas_descargadas/1496.html,EN
1498,1498,,,,,,Desconocido,unknown,unknown,,,,,,,,,,,,,,,,{},dataset/txt_limpios/1498.txt,dataset/paginas_descargadas/1498.html,EN
1501,1501,,,,,,Desconocido,unknown,unknown,,,,,,,,,,,,,,,,{},dataset/txt_limpios/1501.txt,dataset/paginas_descargadas/1501.html,EN
