source_id,product_name,brand,unit,category_canonical,country,price_text,price_amount,price_currency,generated_text,generation_origin,base_decision
1610,Alimentos básicos,Frijoles,1Kg,frijoles,UNKNOWN,"$1,02",1.02,,"Disfruta Alimentos básicos de Frijoles (1Kg) por $1,02 en UNKNOWN.",category_mean,discard
1612,Alimentos básicos,Frijoles,1 kg,frijoles,UNKNOWN,"$1,02",1.02,,"Descubre Alimentos básicos de Frijoles (1 kg) por $1,02 en UNKNOWN.",category_mean,discard
1612,Alimentos básicos,Frijoles,1 kg,frijoles,UNKNOWN,"$1,02",1.02,,"Disfruta Alimentos básicos de Frijoles (1 kg) por $1,02 en UNKNOWN.",category_mean,discard
180,Alimentos básicos,Arroz,5Kg,arroz,BR,"R$23,89",23.89,BRL,"Aprovecha Alimentos básicos de Arroz (5Kg) por R$23,89 en BR.",original,keep
180,Alimentos básicos,Arroz,5Kg,arroz,BR,"R$23,89",23.89,BRL,"Consigue Alimentos básicos de Arroz (5Kg) por R$23,89 en BR.",original,keep
181,Alimentos básicos,Arroz,5Kg,arroz,BR,"R$18,59",18.59,BRL,"Consigue Alimentos básicos de Arroz (5Kg) por R$18,59 en BR.",original,keep
181,Alimentos básicos,Arroz,5Kg,arroz,BR,"R$18,59",18.59,BRL,"Aprovecha Alimentos básicos de Arroz (5Kg) por R$18,59 en BR.",original,keep
182,Alimentos básicos,Arroz,2Kg,arroz,BR,"R$11,99",11.99,BRL,"Disfruta Alimentos básicos de Arroz (2Kg) por R$11,99 en BR.",original,keep
182,Alimentos básicos,Arroz,2Kg,arroz,BR,"R$11,99",11.99,BRL,"Descubre Alimentos básicos de Arroz (2Kg) por R$11,99 en BR.",original,keep
183,Alimentos básicos,Arroz,5 kg,arroz,BR,"R$16,59",16.59,BRL,"Aprovecha Alimentos básicos de Arroz (5 kg) por R$16,59 en BR.",original,keep
183,Alimentos básicos,Arroz,5 kg,arroz,BR,"R$16,59",16.59,BRL,"Disfruta Alimentos básicos de Arroz (5 kg) por R$16,59 en BR.",original,keep
184,Alimentos básicos,Arroz,5Kg,arroz,BR,"R$19,49",19.49,BRL,"Aprovecha Alimentos básicos de Arroz (5Kg) por R$19,49 en BR.",original,keep
184,Alimentos básicos,Arroz,5Kg,arroz,BR,"R$19,49",19.49,BRL,"Encuentra Alimentos básicos de Arroz (5Kg) por R$19,49 en BR.",original,keep
225,Alimentos básicos,Frijoles,1 Kg,frijoles,BR,"R$5,29",5.29,BRL,"Descubre Alimentos básicos de Frijoles (1 Kg) por R$5,29 en BR.",original,keep
225,Alimentos básicos,Frijoles,1 Kg,frijoles,BR,"R$5,29",5.29,BRL,"Consigue Alimentos básicos de Frijoles (1 Kg) por R$5,29 en BR.",original,keep
226,Alimentos básicos,Frijoles,1Kg,frijoles,UNKNOWN,"$1,02",1.02,,"Descubre Alimentos básicos de Frijoles (1Kg) por $1,02 en UNKNOWN.",category_mean,discard
226,Alimentos básicos,Frijoles,1Kg,frijoles,UNKNOWN,"$1,02",1.02,,"Disfruta Alimentos básicos de Frijoles (1Kg) por $1,02 en UNKNOWN.",category_mean,discard
227,Alimentos básicos,Frijoles,1 Kg,frijoles,UNKNOWN,"$1,02",1.02,,"Aprovecha Alimentos básicos de Frijoles (1 Kg) por $1,02 en UNKNOWN.",category_mean,discard
227,Alimentos básicos,Frijoles,1 Kg,frijoles,UNKNOWN,"$1,02",1.02,,"Encuentra Alimentos básicos de Frijoles (1 Kg) por $1,02 en UNKNOWN.",category_mean,discard
228,Alimentos básicos,Frijoles,1Kg,frijoles,BR,"R$4,49",4.49,BRL,"Encuentra Alimentos básicos de Frijoles (1Kg) por R$4,49 en BR.",original,keep
228,Alimentos básicos,Frijoles,1Kg,frijoles,BR,"R$4,49",4.49,BRL,"Consigue Alimentos básicos de Frijoles (1Kg) por R$4,49 en BR.",original,keep
229,Alimentos básicos,Frijoles,1 kg,frijoles,BR,"R$6,89",6.89,BRL,"Disfruta Alimentos básicos de Frijoles (1 kg) por R$6,89 en BR.",original,keep
229,Alimentos básicos,Frijoles,1 kg,frijoles,BR,"R$6,89",6.89,BRL,"Encuentra Alimentos básicos de Frijoles (1 kg) por R$6,89 en BR.",original,keep
1287,App Frecuento,Descárgala gratis,330ml,arroz,UNKNOWN,"$7,45",7.45,,"Aprovecha App Frecuento de Descárgala gratis (330ml) por $7,45 en UNKNOWN. Recomendado para Elaborada con ingredientes naturales cebada, arroz y lúpulo | Sin saborizantes ni colorantes artificiales | Corona es una invitación para salir y relajarse | Su líquido dorado se elabora 100% en México y es la cerveza mexicana más popular del mundo | Corona ha estado complementando los momentos sencillos de la vida desde 1925, y ahora se disfruta en más de 180 países alrededor del mundo | Porcentaje de alcohol: 4.5% | Contiene: 6 botellas de cerveza de 330ml c/u",original,keep
1287,App Frecuento,Descárgala gratis,330ml,arroz,UNKNOWN,"$7,45",7.45,,"Descubre App Frecuento de Descárgala gratis (330ml) por $7,45 en UNKNOWN. Pensado para Elaborada con ingredientes naturales cebada, arroz y lúpulo | Sin saborizantes ni colorantes artificiales | Corona es una invitación para salir y relajarse | Su líquido dorado se elabora 100% en México y es la cerveza mexicana más popular del mundo | Corona ha estado complementando los momentos sencillos de la vida desde 1925, y ahora se disfruta en más de 180 países alrededor del mundo | Porcentaje de alcohol: 4.5% | Contiene: 6 botellas de cerveza de 330ml c/u",original,keep
1366,ARROZ CONEJO SACO 20 LB,Comparar,20 LB,arroz,US,"US$9,99",9.99,USD,"Encuentra ARROZ CONEJO SACO 20 LB de Comparar (20 LB) por US$9,99 en US. Ficha técnica Arroz 20 lb ¿Deseas recibir notificaciones? Remind me later Permitir Thank you! Please check your email inbox to confirm. ¡Oops! Notifications are disabled.",original,keep
1366,ARROZ CONEJO SACO 20 LB,Comparar,20 LB,arroz,US,"US$9,99",9.99,USD,"Descubre ARROZ CONEJO SACO 20 LB de Comparar (20 LB) por US$9,99 en US. Ficha técnica Arroz 20 lb ¿Deseas recibir notificaciones? Remind me later Permitir Thank you! Please check your email inbox to confirm. ¡Oops! Notifications are disabled.",original,keep
790,ARROZ DIANA 500 G,Unidades disponibles,500 G,cebolla,UNKNOWN,"$500,00",500.0,,"Consigue ARROZ DIANA 500 G de Unidades disponibles (500 G) por $500,00 en UNKNOWN. Ingredientes | Componentes Nombre del producto: Arroz Diana 500 g Descripción del producto: Arroz blanco de alta calidad, ideal para preparar tus comidas favoritas. Presentación de 500 gramos. Tamaño: 18 cm x 12cm Peso: 500 g Modo de fabricación: Industrial Conservación: Mantener en un lugar fresco y seco Origen: Nacional RSAT10I1302 Componentes: Arroz blanco Ver más También puede interesarte FIDEOS DORIA 250 GRS SPAGHETTI DORIA 250 G HARINA DE MAIZ BLANCA PAN 800 G Amor y amistad SALCHICHA RANCHERA X 230 G X 7 UD CEBOLLA CABEZONA X 1000G TOMATE CHONTO X 1000 G Bajó de precio ACEITE DE GIRASOL DON OLIO 900 ML SALSA DE TOMATE FRUCO 500G PANELA PASTILLA 1000 G JAMÓN PIETRÁN ESTANDAR 230G",original,keep
790,ARROZ DIANA 500 G,Unidades disponibles,500 G,cebolla,UNKNOWN,"$500,00",500.0,,"Encuentra ARROZ DIANA 500 G de Unidades disponibles (500 G) por $500,00 en UNKNOWN. Ingredientes | Componentes Nombre del producto: Arroz Diana 500 g Descripción del producto: Arroz blanco de alta calidad, ideal para preparar tus comidas favoritas. Presentación de 500 gramos. Tamaño: 18 cm x 12cm Peso: 500 g Modo de fabricación: Industrial Conservación: Mantener en un lugar fresco y seco Origen: Nacional RSAT10I1302 Componentes: Arroz blanco Ver más También puede interesarte FIDEOS DORIA 250 GRS SPAGHETTI DORIA 250 G HARINA DE MAIZ BLANCA PAN 800 G Amor y amistad SALCHICHA RANCHERA X 230 G X 7 UD CEBOLLA CABEZONA X 1000G TOMATE CHONTO X 1000 G Bajó de precio ACEITE DE GIRASOL DON OLIO 900 ML SALSA DE TOMATE FRUCO 500G PANELA PASTILLA 1000 G JAMÓN PIETRÁN ESTANDAR 230G",original,keep
791,ARROZ ESTÁNDAR ALBAR 500 GRS,Unidades disponibles,500 g,azucar,UNKNOWN,"$500,00",500.0,,"Disfruta ARROZ ESTÁNDAR ALBAR 500 GRS de Unidades disponibles (500 g) por $500,00 en UNKNOWN. Ingredientes | Componentes Nombre del producto: Arroz estándar 500g Descripción del producto: Arroz blanco seleccionado, ideal para preparaciones diarias. Presentación práctica de 500 gramos, excelente opción para hogares pequeños el para complementar tu despensa. Tamaño: 19cm x 11cm Peso: 500 g Modo de fabricación: Industrial Conservación: Debe mantenerse en un lugar fresco y seco, protegido de humedad, líquidos y productos con olor fuerte Origen: Nacional NSA-0007355-2019 Componentes: Arroz blanco ¡Queremos que tengas la mejor experiencia! Si tienes dudas sobre este producto el contenido, te invitamos a consultar nuestros Términos y condiciones para conocer malas sobre devoluciones y nuestras políticas de reembolsos. Ver más También puede interesarte SPAGUETTI CAPRÍSSIMA 250 GRS LENTEJA EL ESTÍO 500 GRS CABELLO DE ÁNGEL CAPRÍSSIMA 250 GRS CONCHA CAPRÍSSIMA 250 GRS AZÚCAR BLANCA 1000 GRS SAL REFISAL 1000 G Bajó de precio FRÍDOL CARGAMANTO ROJO EL ESTÍO 500 GRS BARRA ESPARCIBLE DON OLIO 125 G Amor y amistad GALLETAS SALADAS SALTISIMAS 6 TACOS 454 G...",original,keep
791,ARROZ ESTÁNDAR ALBAR 500 GRS,Unidades disponibles,500 g,azucar,UNKNOWN,"$500,00",500.0,,"Descubre ARROZ ESTÁNDAR ALBAR 500 GRS de Unidades disponibles (500 g) por $500,00 en UNKNOWN. Ingredientes | Componentes Nombre del producto: Arroz estándar 500g Descripción del producto: Arroz blanco seleccionado, ideal para preparaciones diarias. Presentación práctica de 500 gramos, excelente opción para hogares pequeños el para complementar tu despensa. Tamaño: 19cm x 11cm Peso: 500 g Modo de fabricación: Industrial Conservación: Debe mantenerse en un lugar fresco y seco, protegido de humedad, líquidos y productos con olor fuerte Origen: Nacional NSA-0007355-2019 Componentes: Arroz blanco ¡Queremos que tengas la mejor experiencia! Si tienes dudas sobre este producto el contenido, te invitamos a consultar nuestros Términos y condiciones para conocer malas sobre devoluciones y nuestras políticas de reembolsos. Ver más También puede interesarte SPAGUETTI CAPRÍSSIMA 250 GRS LENTEJA EL ESTÍO 500 GRS CABELLO DE ÁNGEL CAPRÍSSIMA 250 GRS CONCHA CAPRÍSSIMA 250 GRS AZÚCAR BLANCA 1000 GRS SAL REFISAL 1000 G Bajó de precio FRÍDOL CARGAMANTO ROJO EL ESTÍO 500 GRS BARRA ESPARCIBLE DON OLIO 125 G Amor y amistad GALLETAS SALADAS SALTISIMAS 6 TACOS 454 G...",original,keep
905,Arroz G1 largo ancho bolsa,1 Kg,1 Kg,arroz,UNKNOWN,"$1,89",1.89,,"Descubre Arroz G1 largo ancho bolsa de 1 Kg (1 Kg) por $1,89 en UNKNOWN. Arroz Miraflores G1 largo ancho bolsa 1 Kg",original,keep
905,Arroz G1 largo ancho bolsa,1 Kg,1 Kg,arroz,UNKNOWN,"$1,89",1.89,,"Encuentra Arroz G1 largo ancho bolsa de 1 Kg (1 Kg) por $1,89 en UNKNOWN. Arroz Miraflores G1 largo ancho bolsa 1 Kg",original,keep
903,Arroz G2 gran selección ancha,1 Kg,1 Kg,arroz,UNKNOWN,"$1,37",1.37,,"Aprovecha Arroz G2 gran selección ancha de 1 Kg (1 Kg) por $1,37 en UNKNOWN. Arroz Tucapel G2 gran Selección ancho 1 Kg",original,keep
903,Arroz G2 gran selección ancha,1 Kg,1 Kg,arroz,UNKNOWN,"$1,37",1.37,,"Disfruta Arroz G2 gran selección ancha de 1 Kg (1 Kg) por $1,37 en UNKNOWN. Arroz Tucapel G2 gran Selección ancho 1 Kg",original,keep
904,Arroz G2 largo delgado,1 Kg,1 Kg,arroz,UNKNOWN,"$1,02",1.02,,"Consigue Arroz G2 largo delgado de 1 Kg (1 Kg) por $1,02 en UNKNOWN. Arroz Merkat largo delgado grado 2 1 Kg",original,keep
904,Arroz G2 largo delgado,1 Kg,1 Kg,arroz,UNKNOWN,"$1,02",1.02,,"Aprovecha Arroz G2 largo delgado de 1 Kg (1 Kg) por $1,02 en UNKNOWN. Arroz Merkat largo delgado grado 2 1 Kg",original,keep
906,Arroz grano largo delgado grad...,900 g,900 g,arroz,UNKNOWN,"$1,39",1.39,,"Disfruta Arroz grano largo delgado grad... de 900 g (900 g) por $1,39 en UNKNOWN. Arroz grano largo delgado grado 2 900G",original,keep
906,Arroz grano largo delgado grad...,900 g,900 g,arroz,UNKNOWN,"$1,39",1.39,,"Descubre Arroz grano largo delgado grad... de 900 g (900 g) por $1,39 en UNKNOWN. Arroz grano largo delgado grado 2 900G",original,keep
5,Arroz La Merced Super Extra 900g,La Merced,900g,arroz,MX,"$21,00",21.0,MXN,"Disfruta Arroz La Merced Super Extra 900g de La Merced (900g) por $21,00 en MX. Arroz La Merced, el poderoso grano rico en nutrientes.",original,keep
5,Arroz La Merced Super Extra 900g,La Merced,900g,arroz,MX,"$21,00",21.0,MXN,"Descubre Arroz La Merced Super Extra 900g de La Merced (900g) por $21,00 en MX. Arroz La Merced, el poderoso grano rico en nutrientes.",original,keep
1365,ARROZ REAL 2 KG,Comparar,2 KG,arroz,US,"US$2,99",2.99,USD,"Consigue ARROZ REAL 2 KG de Comparar (2 KG) por US$2,99 en US. Ficha técnica ¿Deseas recibir notificaciones? Remind me later Permitir Thank you! Please check your email inbox to confirm. ¡Oops! Notifications are disabled.",original,keep
1365,ARROZ REAL 2 KG,Comparar,2 KG,arroz,US,"US$2,99",2.99,USD,"Encuentra ARROZ REAL 2 KG de Comparar (2 KG) por US$2,99 en US. Ficha técnica ¿Deseas recibir notificaciones? Remind me later Permitir Thank you! Please check your email inbox to confirm. ¡Oops! Notifications are disabled.",original,keep
1,Arroz Schettino Verde 900g,Schettino,900g,arroz,MX,"$19,80",19.8,MXN,"Disfruta Arroz Schettino Verde 900g de Schettino (900g) por $19,80 en MX. Aporta energía | Mejora la digestión | Fuente de fribra",original,keep
1,Arroz Schettino Verde 900g,Schettino,900g,arroz,MX,"$19,80",19.8,MXN,"Encuentra Arroz Schettino Verde 900g de Schettino (900g) por $19,80 en MX. Aporta energía | Mejora la digestión | Fuente de fribra",original,keep
3,Arroz SOS Super Extra Rojo 900g,SOS,900g,arroz,MX,"$20,40",20.4,MXN,"Disfruta Arroz SOS Super Extra Rojo 900g de SOS (900g) por $20,40 en MX. Arroz Grano Largo, color blanco libre de olore",category_country_mean,discard
3,Arroz SOS Super Extra Rojo 900g,SOS,900g,arroz,MX,"$20,40",20.4,MXN,"Encuentra Arroz SOS Super Extra Rojo 900g de SOS (900g) por $20,40 en MX. Arroz Grano Largo, color blanco libre de olore",category_country_mean,discard
4,Arroz Super Extra Chedraui 900g,Chedraui,900g,arroz,MX,"$20,40",20.4,MXN,"Disfruta Arroz Super Extra Chedraui 900g de Chedraui (900g) por $20,40 en MX. Este cereal es el alimento básico más importante para una gran parte de la población de todo el mundo, principalmente por el alto valor energético que aporta.",category_country_mean,discard
4,Arroz Super Extra Chedraui 900g,Chedraui,900g,arroz,MX,"$20,40",20.4,MXN,"Aprovecha Arroz Super Extra Chedraui 900g de Chedraui (900g) por $20,40 en MX. Este cereal es el alimento básico más importante para una gran parte de la población de todo el mundo, principalmente por el alto valor energético que aporta.",category_country_mean,discard
2,Arroz Verde Valle Super Extra 900g,Verde Valle,900g,arroz,MX,"$20,40",20.4,MXN,"Aprovecha Arroz Verde Valle Super Extra 900g de Verde Valle (900g) por $20,40 en MX. Arroz súper extra Verde Valle, es un arroz de la variedad grano largo y siendo ideal para todo tipo de platillos, es el más común en México y su calidad es “SUPER EXTRA” ya que contiene más del 95% de granos enteros.",category_country_mean,discard
2,Arroz Verde Valle Super Extra 900g,Verde Valle,900g,arroz,MX,"$20,40",20.4,MXN,"Disfruta Arroz Verde Valle Super Extra 900g de Verde Valle (900g) por $20,40 en MX. Arroz súper extra Verde Valle, es un arroz de la variedad grano largo y siendo ideal para todo tipo de platillos, es el más común en México y su calidad es “SUPER EXTRA” ya que contiene más del 95% de granos enteros.",category_country_mean,discard
659,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,cafe,CO,"COP22,99",22.99,COP,"Aprovecha ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm de otras ciudades consulta aquí por COP22,99 en CO. Ingredientes Condición alimentaria Información nutricional Disfruta del gran sabor y calidad de los huevos Kikes. Prepara las recetas que más te gusten gracias a la versatilidad de este ingrediente. Este producto es vendido, facturado y entregado por Cencosud - Colombia Los precios de los productos pueden cambiar dependiendo de la región. Aplican Términos y Condiciones Desactivados Referencia: 0999469 $ 766, 33 x un KIKES ☆ ¿Todavía tienes tu Tarjeta Cencosud? Solicítala en línea, úsala y obtén un . Aplican términos y condiciones. Solicítala aquí Términos más buscados 1. kefir alpina 2. muebles 3. leche 4. leche alqueria 5. san jorge 6. papel higiénico 7. arroz 8. café 9. cerveza 10. neveras",original,keep
659,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,cafe,CO,"COP22,99",22.99,COP,"Encuentra ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm de otras ciudades consulta aquí por COP22,99 en CO. Ingredientes Condición alimentaria Información nutricional Disfruta del gran sabor y calidad de los huevos Kikes. Prepara las recetas que más te gusten gracias a la versatilidad de este ingrediente. Este producto es vendido, facturado y entregado por Cencosud - Colombia Los precios de los productos pueden cambiar dependiendo de la región. Aplican Términos y Condiciones Desactivados Referencia: 0999469 $ 766, 33 x un KIKES ☆ ¿Todavía tienes tu Tarjeta Cencosud? Solicítala en línea, úsala y obtén un . Aplican términos y condiciones. Solicítala aquí Términos más buscados 1. kefir alpina 2. muebles 3. leche 4. leche alqueria 5. san jorge 6. papel higiénico 7. arroz 8. café 9. cerveza 10. neveras",original,keep
660,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,cafe,CO,"COP25,63",25.63,COP,"Consigue ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm de otras ciudades consulta aquí por COP25,63 en CO. Ingredientes Condición alimentaria Información nutricional El huevo es considerado un alimento rico en proteína, libre de grasas, con alta fuente de hierro y vitaminas. Es ideal para cuidar de tu cuerpo. Este producto es vendido, facturado y entregado por Cencosud - Colombia Los precios de los productos pueden cambiar dependiendo de la región. Aplican Términos y Condiciones Desactivados Referencia: 0452500 $ 854 , 33 x un SANTA REYES ☆ ¿Todavía tienes tu Tarjeta Cencosud? Solicítala en línea, úsala y obtén un . Aplican términos y condiciones. Solicítala aquí Mejores ofertas -5% Términos más buscados 1. kefir alpina 2. muebles 3. leche 4. leche alqueria 5. san jorge 6. papel higiénico 7. arroz 8. café 9. cerveza 10. neveras",original,keep
660,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,cafe,CO,"COP25,63",25.63,COP,"Aprovecha ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm de otras ciudades consulta aquí por COP25,63 en CO. Ingredientes Condición alimentaria Información nutricional El huevo es considerado un alimento rico en proteína, libre de grasas, con alta fuente de hierro y vitaminas. Es ideal para cuidar de tu cuerpo. Este producto es vendido, facturado y entregado por Cencosud - Colombia Los precios de los productos pueden cambiar dependiendo de la región. Aplican Términos y Condiciones Desactivados Referencia: 0452500 $ 854 , 33 x un SANTA REYES ☆ ¿Todavía tienes tu Tarjeta Cencosud? Solicítala en línea, úsala y obtén un . Aplican términos y condiciones. Solicítala aquí Mejores ofertas -5% Términos más buscados 1. kefir alpina 2. muebles 3. leche 4. leche alqueria 5. san jorge 6. papel higiénico 7. arroz 8. café 9. cerveza 10. neveras",original,keep
661,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,cafe,CO,"COP23,89",23.89,COP,"Consigue ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm de otras ciudades consulta aquí por COP23,89 en CO. Huevos de gallinas alimentadas con cereales. Enriquecidos con omega 3 y vitamina E. Este producto es vendido, facturado y entregado por Cencosud - Colombia Los precios de los productos pueden cambiar dependiendo de la región. Aplican Términos y Condiciones Desactivados Referencia: 0603513 $ 796 , 33 x un SANTA ANITA ☆ ¿Todavía no tienes tu Tarjeta Cencosud? Solicítala en línea, úsala y obtén un . Aplican términos y condiciones. Solicítala aquí Términos más buscados 1. kefir alpina 2. muebles 3. leche 4. leche alqueria 5. san jorge 6. papel higiénico 7. arroz 8. café 9. cerveza 10. neveras",original,keep
661,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,cafe,CO,"COP23,89",23.89,COP,"Encuentra ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm de otras ciudades consulta aquí por COP23,89 en CO. Huevos de gallinas alimentadas con cereales. Enriquecidos con omega 3 y vitamina E. Este producto es vendido, facturado y entregado por Cencosud - Colombia Los precios de los productos pueden cambiar dependiendo de la región. Aplican Términos y Condiciones Desactivados Referencia: 0603513 $ 796 , 33 x un SANTA ANITA ☆ ¿Todavía no tienes tu Tarjeta Cencosud? Solicítala en línea, úsala y obtén un . Aplican términos y condiciones. Solicítala aquí Términos más buscados 1. kefir alpina 2. muebles 3. leche 4. leche alqueria 5. san jorge 6. papel higiénico 7. arroz 8. café 9. cerveza 10. neveras",original,keep
662,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,500gr,cafe,CO,"COP2,50",2.5,COP,"Encuentra ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm de otras ciudades consulta aquí (500gr) por COP2,50 en CO. De nuestras granjas tu cocina con la frescura y sabor superior del campo gracias a la alimentación natural de nuestras gallinas. Este producto es vendido, facturado y entregado por Cencosud - Colombia Los precios de los productos pueden cambiar dependiendo de la región. Aplican Términos y Condiciones Otros clientes también llevan Desactivado GRANEL Tomate chonto x 500gr ★ ☆ ALPINA CENCOSUD Banano Urabá x 500 gr Ajo importado malla x 3 un Referencia: 0731307 $ 669 , 67 x un HUEVOS ORO (1) ¿Todavía tienes tu Tarjeta Cencosud? Solicítala en línea, úsala y obtén un . Aplican términos y condiciones. Solicítala aquí Términos más buscados 1. kefir alpina 2. muebles 3. leche 4. leche alqueria 5. san jorge 6. papel higiénico 7. arroz 8. café 9. cerveza 10. neveras",original,keep
